Fraction,MF,SampID,Retention_time,mz,QCd_area,method,Station
RP,3810_RP,210329_Smp_PPL_PS_A,5.795,208.19093,296264,PPL,PS
RP,3810_RP,210329_Smp_PPL_PS_B,5.795,208.19093,679956,PPL,PS
RP,3810_RP,210329_Smp_PPL_PS_C,5.795,208.19093,481012,PPL,PS
RP,3818_RP,210329_Smp_PPL_PS_A,7.735,208.57516,30730486.30247388,PPL,PS
RP,3818_RP,210329_Smp_PPL_PS_B,7.735,208.57516,31158473.74521048,PPL,PS
RP,3818_RP,210329_Smp_PPL_PS_C,7.735,208.57516,34922239.61639795,PPL,PS
HILICNeg,382_HILICNeg,210322_Smp_Aloha_A,7.709,123.97011,8631950,CatEx,A
HILICNeg,382_HILICNeg,210322_Smp_Aloha_B,7.709,123.97011,8088446,CatEx,A
HILICNeg,382_HILICNeg,210322_Smp_Aloha_C,7.709,123.97011,47243728,CatEx,A
HILICNeg,382_HILICNeg,210322_Smp_PS_A,7.709,123.97011,12318308,CatEx,PS
HILICNeg,382_HILICNeg,210322_Smp_PS_B,7.709,123.97011,19356156,CatEx,PS
HILICNeg,382_HILICNeg,210322_Smp_PS_C,7.709,123.97011,15599112,CatEx,PS
HILICPos,382_HILICPos,210322_Smp_PPL_Aloha_A,2.193,128.10722,3130850,PPL,A
HILICPos,382_HILICPos,210322_Smp_PPL_Aloha_B,2.193,128.10722,3837216,PPL,A
HILICPos,382_HILICPos,210322_Smp_PPL_Aloha_C,2.193,128.10722,5594090,PPL,A
HILICPos,382_HILICPos,210322_Smp_PPL_PS_A,2.193,128.10722,2947140,PPL,PS
HILICPos,382_HILICPos,210322_Smp_PPL_PS_B,2.193,128.10722,2734700,PPL,PS
HILICPos,382_HILICPos,210322_Smp_PPL_PS_C,2.193,128.10722,4852784,PPL,PS
RP,3832_RP,210329_Smp_PPL_Aloha_A,0.666,208.89085,21387588.28247762,PPL,A
RP,3832_RP,210329_Smp_PPL_Aloha_B,0.666,208.89085,9516369.212935507,PPL,A
RP,3832_RP,210329_Smp_PPL_Aloha_C,0.666,208.89085,19731016.31638316,PPL,A
RP,3832_RP,210329_Smp_PPL_PS_A,0.666,208.89085,10808423.882600565,PPL,PS
RP,3832_RP,210329_Smp_PPL_PS_B,0.666,208.89085,9677139.01038519,PPL,PS
RP,3832_RP,210329_Smp_PPL_PS_C,0.666,208.89085,5261369.504281914,PPL,PS
RP,3836_RP,210329_Smp_PS_A,0.881,209.0237,409243.992359116,CatEx,PS
RP,3836_RP,210329_Smp_PS_B,0.881,209.0237,493970.86455177265,CatEx,PS
RP,3836_RP,210329_Smp_PS_C,0.881,209.0237,447228.2771089512,CatEx,PS
RP,3846_RP,210329_Smp_PPL_PS_A,2.126,209.07858,2335856,PPL,PS
RP,3846_RP,210329_Smp_PPL_PS_B,2.126,209.07858,1519712,PPL,PS
RP,3846_RP,210329_Smp_PPL_PS_C,2.126,209.07858,2651254,PPL,PS
RP,3852_RP,210329_Smp_PPL_Aloha_A,1.086,209.10207,17585244,PPL,A
RP,3852_RP,210329_Smp_PPL_Aloha_B,1.086,209.10207,19764702,PPL,A
RP,3852_RP,210329_Smp_PPL_Aloha_C,1.086,209.10207,19134022,PPL,A
RP,3855_RP,210329_Smp_PPL_Aloha_A,1.48,209.13841,22022928,PPL,A
RP,3855_RP,210329_Smp_PPL_Aloha_B,1.48,209.13841,23337636,PPL,A
RP,3855_RP,210329_Smp_PPL_Aloha_C,1.48,209.13841,23597124,PPL,A
RP,3857_RP,210329_Smp_Aloha_A,2.22,209.16486,4854338,CatEx,A
RP,3857_RP,210329_Smp_Aloha_B,2.22,209.16486,3682686,CatEx,A
RP,3857_RP,210329_Smp_Aloha_C,2.22,209.16486,3638308,CatEx,A
RP,3857_RP,210329_Smp_PPL_Aloha_A,2.22,209.16486,9634920,PPL,A
RP,3857_RP,210329_Smp_PPL_Aloha_B,2.22,209.16486,9715904,PPL,A
RP,3857_RP,210329_Smp_PPL_Aloha_C,2.22,209.16486,9845882,PPL,A
HILICNeg,386_HILICNeg,210322_Smp_Aloha_A,8.541,124.12096,7444932,CatEx,A
HILICNeg,386_HILICNeg,210322_Smp_Aloha_B,8.541,124.12096,6899038,CatEx,A
HILICNeg,386_HILICNeg,210322_Smp_Aloha_C,8.541,124.12096,5104338,CatEx,A
HILICNeg,386_HILICNeg,210322_Smp_PS_A,8.541,124.12096,5485192,CatEx,PS
HILICNeg,386_HILICNeg,210322_Smp_PS_B,8.541,124.12096,6825902,CatEx,PS
HILICNeg,386_HILICNeg,210322_Smp_PS_C,8.541,124.12096,6279646,CatEx,PS
RP,389_RP,210329_Smp_PS_A,0.748,112.05089,1764802.5241906135,CatEx,PS
RP,389_RP,210329_Smp_PS_B,0.748,112.05089,1853791.2479662905,CatEx,PS
RP,389_RP,210329_Smp_PS_C,0.748,112.05089,1367569.8685287305,CatEx,PS
RP,3892_RP,210329_Smp_PPL_Aloha_A,3.897,210.11018,807904.6972379647,PPL,A
RP,3892_RP,210329_Smp_PPL_Aloha_B,3.897,210.11018,545675.4767858409,PPL,A
RP,3892_RP,210329_Smp_PPL_Aloha_C,3.897,210.11018,510214.7493750558,PPL,A
RP,3892_RP,210329_Smp_PPL_PS_A,3.897,210.11018,561921.3522072235,PPL,PS
RP,3892_RP,210329_Smp_PPL_PS_B,3.897,210.11018,534232.9617522196,PPL,PS
RP,3892_RP,210329_Smp_PPL_PS_C,3.897,210.11018,683209.1196410374,PPL,PS
RP,3897_RP,210329_Smp_PPL_Aloha_A,6.172,210.12808,333312,PPL,A
RP,3897_RP,210329_Smp_PPL_Aloha_B,6.172,210.12808,443532,PPL,A
RP,3897_RP,210329_Smp_PPL_Aloha_C,6.172,210.12808,382864,PPL,A
RP,3898_RP,210329_Smp_PPL_Aloha_A,0.92,210.13376,2324380,PPL,A
RP,3898_RP,210329_Smp_PPL_Aloha_B,0.92,210.13376,2003126,PPL,A
RP,3898_RP,210329_Smp_PPL_Aloha_C,0.92,210.13376,2524870,PPL,A
RP,3898_RP,210329_Smp_PPL_PS_A,0.92,210.13376,1051316,PPL,PS
RP,3898_RP,210329_Smp_PPL_PS_B,0.92,210.13376,1061252,PPL,PS
RP,3898_RP,210329_Smp_PPL_PS_C,0.92,210.13376,1299340,PPL,PS
RP,390_RP,210329_Smp_PPL_PS_A,0.807,112.05091,604624.9989469916,PPL,PS
RP,390_RP,210329_Smp_PPL_PS_B,0.807,112.05091,637947.0635812215,PPL,PS
RP,390_RP,210329_Smp_PPL_PS_C,0.807,112.05091,580986.4517496685,PPL,PS
RP,3904_RP,210329_Smp_PPL_Aloha_A,1.203,210.17014,1308358,PPL,A
RP,3904_RP,210329_Smp_PPL_Aloha_B,1.203,210.17014,1499310,PPL,A
RP,3904_RP,210329_Smp_PPL_Aloha_C,1.203,210.17014,1462198,PPL,A
RP,3918_RP,210329_Smp_PPL_Aloha_A,0.667,210.88783,3204893.2222238313,PPL,A
RP,3918_RP,210329_Smp_PPL_Aloha_B,0.667,210.88783,1378688.3586920132,PPL,A
RP,3918_RP,210329_Smp_PPL_Aloha_C,0.667,210.88783,3075330.763942013,PPL,A
RP,3918_RP,210329_Smp_PPL_PS_A,0.667,210.88783,1620974.9654137057,PPL,PS
RP,3918_RP,210329_Smp_PPL_PS_B,0.667,210.88783,1351141.005269497,PPL,PS
RP,3918_RP,210329_Smp_PPL_PS_C,0.667,210.88783,749480.2016910319,PPL,PS
RP,392_RP,210329_Smp_PPL_Aloha_A,1.872,112.07607,1356830,PPL,A
RP,392_RP,210329_Smp_PPL_Aloha_B,1.872,112.07607,1223528,PPL,A
RP,392_RP,210329_Smp_PPL_Aloha_C,1.872,112.07607,1831964,PPL,A
RP,3932_RP,210329_Smp_PPL_Aloha_A,5.121,211.09416,514050,PPL,A
RP,3932_RP,210329_Smp_PPL_Aloha_B,5.121,211.09416,437742,PPL,A
RP,3932_RP,210329_Smp_PPL_Aloha_C,5.121,211.09416,514438,PPL,A
RP,3932_RP,210329_Smp_PPL_PS_A,5.121,211.09416,585124,PPL,PS
RP,3932_RP,210329_Smp_PPL_PS_B,5.121,211.09416,505688,PPL,PS
RP,3932_RP,210329_Smp_PPL_PS_C,5.121,211.09416,624600,PPL,PS
RP,3936_RP,210329_Smp_PPL_Aloha_A,1.017,211.10779,997346,PPL,A
RP,3936_RP,210329_Smp_PPL_Aloha_B,1.017,211.10779,977046,PPL,A
RP,3936_RP,210329_Smp_PPL_Aloha_C,1.017,211.10779,1113434,PPL,A
RP,394_RP,210329_Smp_PPL_Aloha_A,1.714,112.07612,3094746,PPL,A
RP,394_RP,210329_Smp_PPL_Aloha_B,1.714,112.07612,3002384,PPL,A
RP,394_RP,210329_Smp_PPL_Aloha_C,1.714,112.07612,2834052,PPL,A
RP,3947_RP,210329_Smp_PPL_PS_A,5.396,211.13315,3886986,PPL,PS
RP,3947_RP,210329_Smp_PPL_PS_B,5.396,211.13315,706530,PPL,PS
RP,3947_RP,210329_Smp_PPL_PS_C,5.396,211.13315,6718066,PPL,PS
RP,397_RP,210329_Smp_Aloha_A,0.665,112.89602,10516269.315384183,CatEx,A
RP,397_RP,210329_Smp_Aloha_B,0.665,112.89602,37560.30533288238,CatEx,A
RP,397_RP,210329_Smp_Aloha_C,0.665,112.89602,273514.6137822808,CatEx,A
RP,397_RP,210329_Smp_PPL_Aloha_A,0.665,112.89602,1794924.178764478,PPL,A
RP,397_RP,210329_Smp_PPL_Aloha_B,0.665,112.89602,959117.7962440036,PPL,A
RP,397_RP,210329_Smp_PPL_Aloha_C,0.665,112.89602,1469602.4224519094,PPL,A
RP,397_RP,210329_Smp_PPL_PS_A,0.665,112.89602,712544.8379951573,PPL,PS
RP,397_RP,210329_Smp_PPL_PS_B,0.665,112.89602,516506.201019338,PPL,PS
RP,397_RP,210329_Smp_PPL_PS_C,0.665,112.89602,756630.7195163528,PPL,PS
RP,3984_RP,210329_Smp_PPL_Aloha_A,0.92,212.12833,1097020.606573699,PPL,A
RP,3984_RP,210329_Smp_PPL_Aloha_B,0.92,212.12833,912498.2494799772,PPL,A
RP,3984_RP,210329_Smp_PPL_Aloha_C,0.92,212.12833,1069921.2580744177,PPL,A
RP,3984_RP,210329_Smp_PPL_PS_A,0.92,212.12833,559884.3769997802,PPL,PS
RP,3984_RP,210329_Smp_PPL_PS_B,0.92,212.12833,564611.7320004243,PPL,PS
RP,3984_RP,210329_Smp_PPL_PS_C,0.92,212.12833,631116.4225392021,PPL,PS
RP,3989_RP,210329_Smp_PPL_Aloha_A,7.225,212.16457,1583303.0199137758,PPL,A
RP,3989_RP,210329_Smp_PPL_Aloha_B,7.225,212.16457,1396510.26433954,PPL,A
RP,3989_RP,210329_Smp_PPL_Aloha_C,7.225,212.16457,1268249.120314845,PPL,A
RP,3998_RP,210329_Smp_PPL_PS_A,5.172,212.17593,421208,PPL,PS
RP,3998_RP,210329_Smp_PPL_PS_B,5.172,212.17593,699782,PPL,PS
RP,3998_RP,210329_Smp_PPL_PS_C,5.172,212.17593,1562734,PPL,PS
RP,4003_RP,210329_Smp_Aloha_A,0.664,212.83875,1452954.2309930928,CatEx,A
RP,4003_RP,210329_Smp_Aloha_B,0.664,212.83875,69457.00407300699,CatEx,A
RP,4003_RP,210329_Smp_Aloha_C,0.664,212.83875,558284.5774120537,CatEx,A
RP,4003_RP,210329_Smp_PPL_Aloha_A,0.664,212.83875,3200878.6750852414,PPL,A
RP,4003_RP,210329_Smp_PPL_Aloha_B,0.664,212.83875,1738438.3416785875,PPL,A
RP,4003_RP,210329_Smp_PPL_Aloha_C,0.664,212.83875,2702301.286664555,PPL,A
RP,4003_RP,210329_Smp_PPL_PS_A,0.664,212.83875,1222175.7914411556,PPL,PS
RP,4003_RP,210329_Smp_PPL_PS_B,0.664,212.83875,960761.1232831707,PPL,PS
RP,4003_RP,210329_Smp_PPL_PS_C,0.664,212.83875,1458785.5862502824,PPL,PS
RP,4004_RP,210329_Smp_PPL_Aloha_A,0.657,212.90274,33959.82945970306,PPL,A
RP,4004_RP,210329_Smp_PPL_Aloha_B,0.657,212.90274,22114.59423642256,PPL,A
RP,4004_RP,210329_Smp_PPL_Aloha_C,0.657,212.90274,69586.90694082354,PPL,A
HILICNeg,403_HILICNeg,210322_Smp_Aloha_A,4.953,126.90411,64331828,CatEx,A
HILICNeg,403_HILICNeg,210322_Smp_Aloha_B,4.953,126.90411,52385488,CatEx,A
HILICNeg,403_HILICNeg,210322_Smp_Aloha_C,4.953,126.90411,61313760,CatEx,A
HILICNeg,403_HILICNeg,210322_Smp_PS_A,4.953,126.90411,73426784,CatEx,PS
HILICNeg,403_HILICNeg,210322_Smp_PS_B,4.953,126.90411,62630388,CatEx,PS
HILICNeg,403_HILICNeg,210322_Smp_PS_C,4.953,126.90411,20378756,CatEx,PS
HILICNeg,403_HILICNeg,210322_Smp_PPL_Aloha_A,4.953,126.90411,1192990592,PPL,A
HILICNeg,403_HILICNeg,210322_Smp_PPL_Aloha_B,4.953,126.90411,1154986752,PPL,A
HILICNeg,403_HILICNeg,210322_Smp_PPL_Aloha_C,4.953,126.90411,1136948352,PPL,A
HILICNeg,403_HILICNeg,210322_Smp_PPL_PS_A,4.953,126.90411,81082984,PPL,PS
HILICNeg,403_HILICNeg,210322_Smp_PPL_PS_B,4.953,126.90411,32378880,PPL,PS
HILICNeg,403_HILICNeg,210322_Smp_PPL_PS_C,4.953,126.90411,146177744,PPL,PS
RP,4037_RP,210329_Smp_Aloha_A,6.011,213.17792,520947.0199793142,CatEx,A
RP,4037_RP,210329_Smp_Aloha_B,6.011,213.17792,202939.3613021341,CatEx,A
RP,4037_RP,210329_Smp_Aloha_C,6.011,213.17792,205868.17794380707,CatEx,A
RP,4037_RP,210329_Smp_PPL_Aloha_A,6.011,213.17792,1455374.7214312758,PPL,A
RP,4037_RP,210329_Smp_PPL_Aloha_B,6.011,213.17792,1440400.9395881244,PPL,A
RP,4037_RP,210329_Smp_PPL_Aloha_C,6.011,213.17792,1712830.266074687,PPL,A
RP,404_RP,210329_Smp_PPL_Aloha_A,1.4,113.06004,1483316.4640228157,PPL,A
RP,404_RP,210329_Smp_PPL_Aloha_B,1.4,113.06004,1841818.231972081,PPL,A
RP,404_RP,210329_Smp_PPL_Aloha_C,1.4,113.06004,12798488.073002929,PPL,A
RP,404_RP,210329_Smp_PPL_PS_A,1.4,113.06004,10303882.118356748,PPL,PS
RP,404_RP,210329_Smp_PPL_PS_B,1.4,113.06004,7119681.254343711,PPL,PS
RP,404_RP,210329_Smp_PPL_PS_C,1.4,113.06004,9942736.854964918,PPL,PS
HILICNeg,407_HILICNeg,210322_Smp_Aloha_A,2.244,126.90416,4984908,CatEx,A
HILICNeg,407_HILICNeg,210322_Smp_Aloha_B,2.244,126.90416,3642746,CatEx,A
HILICNeg,407_HILICNeg,210322_Smp_Aloha_C,2.244,126.90416,2468970,CatEx,A
HILICNeg,407_HILICNeg,210322_Smp_PPL_Aloha_A,2.244,126.90416,108144576,PPL,A
HILICNeg,407_HILICNeg,210322_Smp_PPL_Aloha_B,2.244,126.90416,156022288,PPL,A
HILICNeg,407_HILICNeg,210322_Smp_PPL_Aloha_C,2.244,126.90416,134569008,PPL,A
HILICNeg,407_HILICNeg,210322_Smp_PPL_PS_A,2.244,126.90416,4163656,PPL,PS
HILICNeg,407_HILICNeg,210322_Smp_PPL_PS_B,2.244,126.90416,5016022,PPL,PS
HILICNeg,407_HILICNeg,210322_Smp_PPL_PS_C,2.244,126.90416,5894592,PPL,PS
RP,409_RP,210329_Smp_PPL_Aloha_A,7.805,113.06016,928135.6033832502,PPL,A
RP,409_RP,210329_Smp_PPL_Aloha_B,7.805,113.06016,930114.0914807934,PPL,A
RP,409_RP,210329_Smp_PPL_Aloha_C,7.805,113.06016,889659.2121253784,PPL,A
RP,409_RP,210329_Smp_PPL_PS_A,7.805,113.06016,2158993.242941512,PPL,PS
RP,409_RP,210329_Smp_PPL_PS_B,7.805,113.06016,2451534.465242511,PPL,PS
RP,409_RP,210329_Smp_PPL_PS_C,7.805,113.06016,2317414.8697843575,PPL,PS
RP,4100_RP,210329_Smp_PPL_PS_A,7.723,214.32115,182370,PPL,PS
RP,4100_RP,210329_Smp_PPL_PS_B,7.723,214.32115,144248,PPL,PS
RP,4100_RP,210329_Smp_PPL_PS_C,7.723,214.32115,192214,PPL,PS
RP,4103_RP,210329_Smp_Aloha_A,0.664,214.83586,1228982.4840900532,CatEx,A
RP,4103_RP,210329_Smp_Aloha_B,0.664,214.83586,55215.941308984795,CatEx,A
RP,4103_RP,210329_Smp_Aloha_C,0.664,214.83586,455446.2460124042,CatEx,A
RP,4103_RP,210329_Smp_PPL_Aloha_A,0.664,214.83586,3199587.8875235883,PPL,A
RP,4103_RP,210329_Smp_PPL_Aloha_B,0.664,214.83586,1687514.1021304138,PPL,A
RP,4103_RP,210329_Smp_PPL_Aloha_C,0.664,214.83586,2607183.849783542,PPL,A
RP,4103_RP,210329_Smp_PPL_PS_A,0.664,214.83586,1159604.96588283,PPL,PS
RP,4103_RP,210329_Smp_PPL_PS_B,0.664,214.83586,859552.4512125561,PPL,PS
RP,4103_RP,210329_Smp_PPL_PS_C,0.664,214.83586,1512790.4842423236,PPL,PS
HILICNeg,411_HILICNeg,210322_Smp_PPL_Aloha_A,2.258,127.03918,3589824,PPL,A
HILICNeg,411_HILICNeg,210322_Smp_PPL_Aloha_B,2.258,127.03918,3367316,PPL,A
HILICNeg,411_HILICNeg,210322_Smp_PPL_Aloha_C,2.258,127.03918,4498826,PPL,A
HILICNeg,411_HILICNeg,210322_Smp_PPL_PS_A,2.258,127.03918,7048312,PPL,PS
HILICNeg,411_HILICNeg,210322_Smp_PPL_PS_B,2.258,127.03918,6048524,PPL,PS
HILICNeg,411_HILICNeg,210322_Smp_PPL_PS_C,2.258,127.03918,4802480,PPL,PS
RP,412_RP,210329_Smp_PPL_PS_A,3.159,113.09648,6220762.450132353,PPL,PS
RP,412_RP,210329_Smp_PPL_PS_B,3.159,113.09648,3108845.7438980318,PPL,PS
RP,412_RP,210329_Smp_PPL_PS_C,3.159,113.09648,5498212.079730353,PPL,PS
RP,4123_RP,210329_Smp_PPL_PS_A,5.433,215.12776,602840,PPL,PS
RP,4123_RP,210329_Smp_PPL_PS_B,5.433,215.12776,349458,PPL,PS
RP,4123_RP,210329_Smp_PPL_PS_C,5.433,215.12776,262920,PPL,PS
RP,4126_RP,210329_Smp_PPL_Aloha_A,6.172,215.1279,940027.031385572,PPL,A
RP,4126_RP,210329_Smp_PPL_Aloha_B,6.172,215.1279,361815.578312772,PPL,A
RP,4126_RP,210329_Smp_PPL_Aloha_C,6.172,215.1279,857120.5345305022,PPL,A
RP,4127_RP,210329_Smp_PPL_PS_A,4.262,215.1279,833276,PPL,PS
RP,4127_RP,210329_Smp_PPL_PS_B,4.262,215.1279,519500.00000000006,PPL,PS
RP,4127_RP,210329_Smp_PPL_PS_C,4.262,215.1279,850946,PPL,PS
RP,4132_RP,210329_Smp_PPL_PS_A,8.052,215.16443,683642.6159831596,PPL,PS
RP,4132_RP,210329_Smp_PPL_PS_B,8.052,215.16443,297143.76481287036,PPL,PS
RP,4132_RP,210329_Smp_PPL_PS_C,8.052,215.16443,603265.6037062882,PPL,PS
RP,4139_RP,210329_Smp_PPL_PS_A,8.922,215.59364,66952.21385185554,PPL,PS
RP,4139_RP,210329_Smp_PPL_PS_B,8.922,215.59364,154284.4649800266,PPL,PS
RP,4139_RP,210329_Smp_PPL_PS_C,8.922,215.59364,108386.3724064431,PPL,PS
RP,4144_RP,210329_Smp_PS_A,0.653,215.89699,14818.385075607655,CatEx,PS
RP,4144_RP,210329_Smp_PS_B,0.653,215.89699,48782.389703435394,CatEx,PS
RP,4144_RP,210329_Smp_PS_C,0.653,215.89699,17233.761164145166,CatEx,PS
RP,4144_RP,210329_Smp_PPL_Aloha_A,0.653,215.89699,9150257.02203907,PPL,A
RP,4144_RP,210329_Smp_PPL_Aloha_B,0.653,215.89699,3501322.3290767833,PPL,A
RP,4144_RP,210329_Smp_PPL_Aloha_C,0.653,215.89699,6142519.207607624,PPL,A
RP,4144_RP,210329_Smp_PPL_PS_A,0.653,215.89699,2577446.738369703,PPL,PS
RP,4144_RP,210329_Smp_PPL_PS_B,0.653,215.89699,2597371.4700843384,PPL,PS
RP,4144_RP,210329_Smp_PPL_PS_C,0.653,215.89699,3388565.937824875,PPL,PS
HILICNeg,415_HILICNeg,210322_Smp_PPL_PS_A,2.255,127.07554,19701694,PPL,PS
HILICNeg,415_HILICNeg,210322_Smp_PPL_PS_B,2.255,127.07554,10623446,PPL,PS
HILICNeg,415_HILICNeg,210322_Smp_PPL_PS_C,2.255,127.07554,16695166,PPL,PS
RP,4173_RP,210329_Smp_PPL_Aloha_A,6.359,216.15935,1010678.0060686268,PPL,A
RP,4173_RP,210329_Smp_PPL_Aloha_B,6.359,216.15935,568464.4301290354,PPL,A
RP,4173_RP,210329_Smp_PPL_Aloha_C,6.359,216.15935,568204.2524624054,PPL,A
RP,4173_RP,210329_Smp_PPL_PS_A,6.359,216.15935,576831.0928026086,PPL,PS
RP,4173_RP,210329_Smp_PPL_PS_B,6.359,216.15935,500845.5002895587,PPL,PS
RP,4173_RP,210329_Smp_PPL_PS_C,6.359,216.15935,901498.6616283334,PPL,PS
RP,4178_RP,210329_Smp_PPL_PS_A,4.906,216.15948,680880,PPL,PS
RP,4178_RP,210329_Smp_PPL_PS_B,4.906,216.15948,530770,PPL,PS
RP,4178_RP,210329_Smp_PPL_PS_C,4.906,216.15948,660868,PPL,PS
RP,4179_RP,210329_Smp_PPL_Aloha_A,5.694,216.15948,344884,PPL,A
RP,4179_RP,210329_Smp_PPL_Aloha_B,5.694,216.15948,740234,PPL,A
RP,4179_RP,210329_Smp_PPL_Aloha_C,5.694,216.15948,830036,PPL,A
RP,4179_RP,210329_Smp_PPL_PS_A,5.694,216.15948,416394,PPL,PS
RP,4179_RP,210329_Smp_PPL_PS_B,5.694,216.15948,390224,PPL,PS
RP,4179_RP,210329_Smp_PPL_PS_C,5.694,216.15948,811062,PPL,PS
RP,4197_RP,210329_Smp_PPL_Aloha_A,0.663,216.83299,1004069.5199411968,PPL,A
RP,4197_RP,210329_Smp_PPL_Aloha_B,0.663,216.83299,555374.7694182872,PPL,A
RP,4197_RP,210329_Smp_PPL_Aloha_C,0.663,216.83299,769519.8361403296,PPL,A
RP,4197_RP,210329_Smp_PPL_PS_A,0.663,216.83299,426883.7571416994,PPL,PS
RP,4197_RP,210329_Smp_PPL_PS_B,0.663,216.83299,312646.33410276595,PPL,PS
RP,4197_RP,210329_Smp_PPL_PS_C,0.663,216.83299,454764.9387019189,PPL,PS
RP,42_RP,210329_Smp_Aloha_A,0.699,93.07428,6883216.15022099,CatEx,A
RP,42_RP,210329_Smp_Aloha_B,0.699,93.07428,7404263.110927402,CatEx,A
RP,42_RP,210329_Smp_Aloha_C,0.699,93.07428,3225302.2049487513,CatEx,A
RP,42_RP,210329_Smp_PS_A,0.699,93.07428,4575779.53024668,CatEx,PS
RP,42_RP,210329_Smp_PS_B,0.699,93.07428,5733333.277665088,CatEx,PS
RP,42_RP,210329_Smp_PS_C,0.699,93.07428,6671412.462506417,CatEx,PS
RP,4212_RP,210329_Smp_PPL_Aloha_A,1.072,217.10449,115318772.8273458,PPL,A
RP,4212_RP,210329_Smp_PPL_Aloha_B,1.072,217.10449,70062265.74775673,PPL,A
RP,4212_RP,210329_Smp_PPL_Aloha_C,1.072,217.10449,94864221.91428192,PPL,A
RP,4215_RP,210329_Smp_PPL_PS_A,2.471,217.10725,647496.0661477909,PPL,PS
RP,4215_RP,210329_Smp_PPL_PS_B,2.471,217.10725,599974.573280264,PPL,PS
RP,4215_RP,210329_Smp_PPL_PS_C,2.471,217.10725,2771911.2268418944,PPL,PS
RP,4223_RP,210329_Smp_PPL_PS_A,7.22,217.14384,316595.414078421,PPL,PS
RP,4223_RP,210329_Smp_PPL_PS_B,7.22,217.14384,382999.51265751047,PPL,PS
RP,4223_RP,210329_Smp_PPL_PS_C,7.22,217.14384,385893.151265073,PPL,PS
RP,4224_RP,210329_Smp_PS_A,1.098,217.15497,1101486,CatEx,PS
RP,4224_RP,210329_Smp_PS_B,1.098,217.15497,1499692,CatEx,PS
RP,4224_RP,210329_Smp_PS_C,1.098,217.15497,1282284,CatEx,PS
RP,4224_RP,210329_Smp_PPL_PS_A,1.098,217.15497,2640868,PPL,PS
RP,4224_RP,210329_Smp_PPL_PS_B,1.098,217.15497,2725804,PPL,PS
RP,4224_RP,210329_Smp_PPL_PS_C,1.098,217.15497,2541696,PPL,PS
HILICNeg,423_HILICNeg,210322_Smp_PPL_Aloha_A,7.333,128.03445,19722352,PPL,A
HILICNeg,423_HILICNeg,210322_Smp_PPL_Aloha_B,7.333,128.03445,23068398,PPL,A
HILICNeg,423_HILICNeg,210322_Smp_PPL_Aloha_C,7.333,128.03445,19932312,PPL,A
RP,4231_RP,210329_Smp_PPL_PS_A,7.718,217.56146,91867.56427146486,PPL,PS
RP,4231_RP,210329_Smp_PPL_PS_B,7.718,217.56146,58300.44532173468,PPL,PS
RP,4231_RP,210329_Smp_PPL_PS_C,7.718,217.56146,110267.13101384374,PPL,PS
RP,4240_RP,210329_Smp_Aloha_A,0.653,217.89407,54473.22493284115,CatEx,A
RP,4240_RP,210329_Smp_Aloha_B,0.653,217.89407,22467.40911029884,CatEx,A
RP,4240_RP,210329_Smp_Aloha_C,0.653,217.89407,31539.884656103037,CatEx,A
RP,4240_RP,210329_Smp_PPL_Aloha_A,0.653,217.89407,10186039.85707261,PPL,A
RP,4240_RP,210329_Smp_PPL_Aloha_B,0.653,217.89407,3973540.2854792937,PPL,A
RP,4240_RP,210329_Smp_PPL_Aloha_C,0.653,217.89407,7794502.547248908,PPL,A
RP,4240_RP,210329_Smp_PPL_PS_A,0.653,217.89407,2755247.4298885185,PPL,PS
RP,4240_RP,210329_Smp_PPL_PS_B,0.653,217.89407,2671630.6768354895,PPL,PS
RP,4240_RP,210329_Smp_PPL_PS_C,0.653,217.89407,3738239.251339349,PPL,PS
RP,4246_RP,210329_Smp_PPL_Aloha_A,3.049,218.0724,730971.2646028061,PPL,A
RP,4246_RP,210329_Smp_PPL_Aloha_B,3.049,218.0724,499802.397367102,PPL,A
RP,4246_RP,210329_Smp_PPL_Aloha_C,3.049,218.0724,564350.528077447,PPL,A
HILICPos,425_HILICPos,210322_Smp_Aloha_A,9.765,132.10202,13528902,CatEx,A
HILICPos,425_HILICPos,210322_Smp_Aloha_B,9.765,132.10202,11416814,CatEx,A
HILICPos,425_HILICPos,210322_Smp_Aloha_C,9.765,132.10202,13168732,CatEx,A
HILICPos,425_HILICPos,210322_Smp_PS_A,9.765,132.10202,114448304,CatEx,PS
HILICPos,425_HILICPos,210322_Smp_PS_B,9.765,132.10202,145737200,CatEx,PS
HILICPos,425_HILICPos,210322_Smp_PS_C,9.765,132.10202,121832800,CatEx,PS
RP,4256_RP,210329_Smp_PPL_Aloha_A,1.067,218.13863,1043026,PPL,A
RP,4256_RP,210329_Smp_PPL_Aloha_B,1.067,218.13863,1242162,PPL,A
RP,4256_RP,210329_Smp_PPL_Aloha_C,1.067,218.13863,1094366,PPL,A
HILICPos,426_HILICPos,210322_Smp_Aloha_A,7.245,132.10205,8653766.58040895,CatEx,A
HILICPos,426_HILICPos,210322_Smp_Aloha_B,7.245,132.10205,10420365.352784617,CatEx,A
HILICPos,426_HILICPos,210322_Smp_Aloha_C,7.245,132.10205,4852251.379796905,CatEx,A
HILICPos,426_HILICPos,210322_Smp_PPL_Aloha_A,7.245,132.10205,11800402.573455224,PPL,A
